x,y,z
15.594093,12.943144,13.984311
15.485824,13.312441,13.875549
16.077799,13.101012,14.421667
15.716528,12.93762,14.012973
15.61969,13.271577,14.211429
15.507447,12.934176,14.43368
15.874846,13.061878,14.385553
15.584381,13.066026,14.566594
15.543197,13.063266,14.104469
16.107582,13.253694,14.270374
15.708768,13.081537,14.091314
15.495722,13.017887,13.925915
15.959429,13.208991,14.121294
15.606004,13.043432,14.262287
15.834816,13.098179,14.350876
15.761261,13.173076,14.265591
15.636011,13.172671,14.382571
15.683742,13.410723,14.160794
15.639495,13.088423,14.252505
15.688263,13.264281,14.48033
15.274687,13.125841,13.928427
15.801494,12.960987,14.525572
15.46928,12.863635,14.065388
15.747484,13.4100275,14.275953
15.831004,13.135674,13.987401
15.674889,12.915632,14.137764
15.629525,13.274302,13.978901
15.510877,13.115829,14.019087
15.948945,13.389625,14.557136
16.116903,13.122832,14.224858
15.665486,13.17894,14.115621
15.645869,12.835676,14.4358
15.758537,13.1086,14.072498
15.423558,12.869125,14.219059
15.436594,13.095329,14.252183
15.596388,12.977604,14.204858
15.778457,13.312469,14.422198
15.64931,13.287225,14.414737
15.897258,13.3298,14.491589
15.580198,13.093591,14.539209
15.643319,13.197743,14.294383
15.792494,13.471757,14.222775
15.507396,13.345797,14.079978
15.634565,13.067249,14.261647
15.70307,13.340844,14.532086
15.572995,13.02871,14.339524
15.670401,13.42445,14.161509
15.735947,13.08963,14.39764
15.51572,13.202828,14.3453665
15.671206,12.936044,14.2759075
15.846353,13.234155,14.376796
15.699735,13.218813,14.137813
15.773906,12.988309,14.1459875
15.756198,12.875025,14.178643
15.360613,13.1475315,14.406028
15.604873,13.042185,14.051294
15.557318,13.184126,14.428116
15.708411,12.859398,14.233032
15.47125,13.136634,14.193274
15.634826,13.092806,14.158739
15.73576,13.0160475,14.357857
15.548638,13.084987,13.884107
15.851418,13.316156,14.329622
15.745859,13.362636,14.111425
15.730771,12.947168,14.326514
15.459859,13.29347,14.447003
15.240737,13.106797,14.232408
15.573067,13.076267,14.389501
15.497248,13.296052,14.280647
15.79282,13.2965,14.166911
15.62774,13.294279,14.358974
15.6774435,12.841305,14.343641
15.673574,13.092876,14.428938
15.73216,13.278505,14.463762
15.67242,12.934539,14.432933
15.785807,13.218048,14.413447
15.620699,13.079845,14.27552
15.479211,13.071627,14.19885
15.610971,12.895839,14.448834
15.925836,13.215377,14.294148
15.670844,13.002318,14.537489
15.718409,13.238245,14.32704
15.736429,13.061377,14.18643
15.585251,13.260797,14.134051
15.414459,13.266686,14.201614
16.03055,13.142358,14.433596
15.74973,13.279178,14.423951
15.769285,13.135368,14.054637
15.527285,12.969705,14.122317
15.6055155,13.309773,14.261052
15.699261,12.818323,14.41221
15.63903,12.81725,14.30084
15.651454,12.965748,14.28295
15.558411,13.099841,14.315909
15.869853,13.421948,14.477972
15.793108,13.4547825,14.225039
15.892001,13.187759,14.331419
15.512824,12.935402,14.247502
15.852853,13.127989,14.27387
15.464398,13.267086,14.198502
15.92272,13.093754,14.52835
15.868741,13.219533,14.309337
15.762609,13.186397,14.4369545
15.866792,13.23511,14.073702
15.679241,13.277209,13.932916
15.600373,12.881512,14.360408
15.715223,13.212841,14.101792
15.594753,13.262611,14.255576
15.851473,12.816394,14.226912
15.798822,12.940638,14.4683695
15.4301605,13.102653,14.501272
15.785812,13.236396,14.182452
15.6395,13.2151575,14.351165
15.784074,13.096187,14.190953
15.805626,13.2661295,14.440016
15.702686,13.078623,14.257594
15.749203,13.271777,14.292676
15.986147,13.145871,14.29472
15.411136,13.24416,14.048495
15.801451,13.049211,14.130465
15.586302,13.206891,14.462052
15.851971,13.388007,14.182018
15.668365,12.955266,14.3338175
15.583863,12.953049,14.089403
15.705679,13.101225,14.67284
15.830804,13.035143,14.259639
15.879466,13.242586,14.630296
15.644341,13.33362,14.514215
15.82518,13.01885,14.307341
15.536726,12.992939,14.117556
15.974805,12.886906,14.445641
15.857727,12.935696,14.091088
15.679978,12.910435,14.212747
15.605534,13.013546,14.108064
15.462789,12.841262,14.0119
15.57035,12.9491825,14.0169735
16.050653,13.05861,14.586243
15.843202,13.358243,14.386891
15.869109,13.12113,14.533548
15.687318,13.160104,14.371988
15.532491,13.055033,14.189138
15.462946,13.206381,14.505351
15.857547,13.075485,14.079376
15.692671,12.886694,14.245763
15.553391,13.275466,14.3842125
15.604455,13.17201,14.487378
15.577537,12.850374,14.177568
15.904424,13.161458,14.649153
15.933257,13.216344,14.294825
15.348726,13.083856,14.219575
15.620804,13.04987,14.459207
15.521496,13.047256,14.202392
15.648192,13.096925,14.329337
15.503256,13.138346,14.361498
15.590859,13.029675,14.13212
15.425955,13.210133,14.077348
15.67369,12.961469,14.434295
15.482024,13.070575,14.379585
15.842542,12.974884,14.1129875
15.665465,13.076433,14.282425
15.947494,13.143411,14.731499
15.629701,13.160195,14.524901
15.733761,13.194189,14.503159
15.88572,13.056122,14.011285
15.777917,13.000475,14.398162
15.831979,13.197689,14.438048
15.626655,12.978454,14.062836
15.778379,13.058223,14.213261
15.5056925,12.994173,14.320699
15.9880495,13.303215,14.102819
15.782311,13.087614,13.894964
15.812592,13.223488,14.314142
15.900808,13.492201,14.240719
15.723309,13.036315,14.403787
15.784084,13.300725,14.346156
15.728723,13.352181,14.254456
16.3299,12.51815,13.350754
16.084332,11.927505,12.308562
17.517244,11.4697075,13.107308
16.897068,11.323956,12.738527
17.384811,11.228602,12.726743
16.919361,10.983941,12.827978
18.770151,12.322676,13.067803
18.662632,11.89283,12.878452
18.706976,12.170904,12.616455
18.233202,12.111768,13.0376625
18.793295,11.95342,13.319747
18.589855,11.716421,12.926998
18.832987,11.742266,12.248863
18.765085,11.722422,12.912298
18.17231,12.087033,12.783552
18.367182,12.211229,12.972042
18.297604,12.090456,12.742376
18.6723,12.303816,12.716362
18.937101,12.271939,13.220609
18.46853,12.051082,12.902088
18.137405,12.31417,12.704054
18.186594,12.185385,12.57783
18.255293,12.100246,12.793132
18.449163,11.995194,12.588786
18.280043,11.96445,12.769345
18.645758,12.503505,12.567081
18.305668,12.16626,12.952402
18.400421,11.88738,13.141675
18.478674,12.636675,12.565558
18.217222,12.300098,12.691505
18.7334,12.270953,12.734119
18.464617,12.299524,13.089819
18.415735,11.702535,12.833044
18.6635,12.177862,12.988656
18.735847,11.941576,12.761586
18.6891,12.584822,12.690859
18.342299,12.112379,12.634824
18.240664,12.230022,13.311002
18.831638,11.879994,12.945048
18.571587,12.014393,12.716013
18.41007,12.1400385,12.428206
19.032288,11.850887,12.722598
18.665253,12.365043,12.679947
20.146322,11.315886,12.95363
18.279377,12.235147,13.178657
18.502213,12.220809,13.355977
18.98193,11.877775,12.934941
18.37667,12.146787,12.981193
18.443022,12.319909,12.915324
18.289385,12.069955,12.672607
18.515718,12.143655,12.904719
17.27718,13.431839,12.861679
17.203434,12.891548,13.064879
17.137924,13.029989,12.743202
16.999252,13.188732,12.713383
17.058498,13.131579,13.08959
17.263996,12.858736,12.803066
16.734123,13.018271,13.057862
16.838367,13.277353,13.011985
17.183609,12.926097,12.879024
17.069214,12.897051,12.674077
17.362658,13.334704,12.704528
17.125742,13.108267,12.957688
16.905718,13.305588,12.64281
17.234154,12.937809,12.753119
17.3223,12.993255,12.975397
17.319609,13.003237,13.054717
17.257662,13.240323,13.060518
17.410608,13.206783,13.215153
17.034273,13.201584,12.888873
17.300745,13.2726,13.253208
17.173006,12.977402,12.913807
17.095728,13.210271,12.98461
17.15692,13.059296,13.262754
16.946993,12.859652,12.749254
17.110355,13.356834,12.342239
17.512888,12.855064,13.083514
17.138193,13.111107,12.994449
16.986156,13.047469,13.121545
17.101137,13.117198,13.202752
17.16763,13.112281,12.799618
17.061413,13.167841,12.568403
17.24239,12.874376,12.859156
17.49962,12.864628,12.995248
17.074028,13.258423,12.877343
17.125963,13.068064,12.683487
17.279509,13.098313,12.71355
17.000425,13.072089,13.145229
16.90462,13.123305,12.805784
17.17401,12.861742,12.993738
16.867573,13.130844,13.035008
17.241314,13.045946,12.875441
17.172184,13.026329,12.850529
17.218615,13.001943,12.782719
17.313208,13.101805,12.726583
17.476696,13.016782,12.910258
17.065649,12.9022,12.989354
17.268723,13.137764,12.655348
17.028875,12.985336,12.672825
17.229366,12.90528,13.142401
17.204664,13.314654,12.634604
17.027325,13.383267,12.780566
16.962288,13.173998,12.875635
17.21719,12.820098,13.098262
17.019794,13.261956,12.912396
17.42712,13.282052,13.01856
17.190683,13.087328,12.903886
16.994925,13.076969,12.999592
16.941322,13.089202,12.830806
17.043858,13.3235235,13.009183
17.349958,12.962024,13.042396
17.315128,13.06284,12.991505
16.842672,13.134075,12.9211445
17.16749,13.066021,13.196644
17.09432,13.273649,13.233639
17.474327,13.318875,12.953015
17.147934,12.867038,13.045185
17.000349,12.927804,12.87234
17.006853,12.850489,12.796532
17.030052,13.061723,12.747969
17.131678,12.798151,13.099428
17.068363,13.115396,12.910488
17.271627,13.059666,12.706916
17.295673,13.365411,13.151857
17.224514,13.056971,12.837148
17.11851,13.232997,13.404167
17.437311,13.179131,12.782692
17.17178,12.901395,12.708487
17.160595,13.073239,12.817863
16.881144,13.262762,12.83718
17.338272,13.231374,12.385711
17.228428,13.167011,12.412778
17.22349,13.198983,12.782991
17.058607,12.8695545,12.900652
17.406948,13.180595,12.668538
17.094803,13.111185,12.599904
17.334265,13.002417,12.763924
17.144325,12.875676,12.663664
17.276192,12.93222,12.706398
17.073195,13.048279,12.711091
16.833954,13.172537,12.732071
17.286913,13.055828,12.815744
17.260618,13.098219,13.108439
16.827751,12.915673,12.884243
17.042017,13.212706,12.6051855
16.708778,12.938992,12.79582
16.967144,13.132291,13.164007
17.311668,12.8600445,12.937216
17.121103,13.150843,12.596784
17.207453,13.271399,13.030595
17.490608,14.260838,14.834995
17.2062,14.074654,14.500328
17.203289,13.895962,14.412811
17.611551,14.230352,14.221216
17.234377,14.225199,14.174655
16.801756,14.331926,14.382844
16.951725,14.01421,13.892314
17.451742,13.919994,13.911054
17.55727,14.081796,14.154174
17.004622,14.001392,14.17042
17.266916,14.02768,14.19518
17.169603,14.349128,14.145871
17.161436,14.424274,14.087304
16.888174,14.342514,14.634892
17.694109,14.078252,13.9048195
16.9479,14.116682,14.274179
17.026802,14.246869,14.05266
17.454863,14.098074,14.296158
17.24161,13.793632,14.223933
17.319893,14.26383,14.44975
17.31974,13.886834,14.217827
17.10049,13.963529,14.315916
17.320469,13.83418,13.680907
17.428406,14.30149,14.402453
17.15681,13.860222,14.081673
17.104326,13.853257,14.404809
17.156788,13.941175,14.131999
16.687214,14.38102,14.279712
17.001026,13.903182,14.192087
17.033438,13.407935,13.036629
17.19995,13.025933,12.780747
17.038498,12.962074,12.730359
17.173273,13.216473,12.685868
16.880966,13.937307,14.334462
17.380527,13.968439,14.162214
16.580692,13.9666,14.671882
17.509716,13.548197,13.826477
16.890675,14.115007,14.488753
17.315527,14.296243,14.871981
17.032627,13.73609,14.120093
17.113857,14.151851,14.423772
16.740387,14.058851,14.122992
17.19551,13.804729,13.989287
17.266266,13.504298,14.483477
17.319908,13.547772,15.462056
18.70819,12.1301775,16.121151
17.791069,12.239788,15.617717
18.60492,12.267059,15.803408
18.712387,11.902346,16.078373
18.866083,12.144628,16.08389
19.967043,10.759208,15.560691
19.623846,10.938086,15.755871
19.900427,11.291415,15.770428
20.276125,11.39873,15.491741
20.099628,11.254832,15.688022
19.977026,11.153446,15.882621
19.551966,10.921632,15.752903
20.023977,11.112221,15.755801
19.635212,11.226204,15.791312
20.174622,11.219747,15.955137
19.918528,10.981579,15.737031
19.620918,10.845108,15.551335
19.988556,11.194996,15.61222
19.723366,11.107184,15.531438
20.26235,10.986262,15.477856
19.839615,11.178355,15.5039015
19.856007,10.907147,15.456356
19.644718,11.216875,15.739089
20.147501,11.403747,15.956684
19.740341,11.483722,15.935647
20.142298,11.144101,15.779008
19.929499,10.8843775,15.745768
20.00913,10.985253,15.552009
19.8491,11.233602,15.603171
19.941097,10.961546,15.890872
20.217411,11.118162,15.722867
20.019066,11.047728,15.907721
19.73928,11.000129,15.799576
19.9828,11.03921,15.609873
20.18576,11.377498,15.786188
19.966425,11.544744,15.662537
20.06134,11.053791,15.646759
19.760899,11.148619,15.727774
19.776268,10.976801,15.442055
19.931374,11.144397,15.664605
20.092587,10.9387665,15.913641
19.951262,11.2167635,15.921449
20.050854,11.218524,15.571344
19.969767,10.989651,15.776095
20.203955,11.236054,15.667982
19.96023,11.253777,15.7826
19.848873,11.126413,15.763805
20.060888,11.001385,15.742947
19.647827,11.01937,15.469429
19.939035,11.216482,15.811211
19.908169,11.250315,15.904082
20.18956,11.210343,15.803318
19.849232,11.066021,15.90439
19.862928,10.92569,15.81524
19.69016,11.164891,15.744214
19.966507,11.219868,15.7614565
20.196404,11.102859,15.568708
19.977606,11.025602,15.729441
20.01524,11.295473,15.746786
19.906422,11.110245,15.643292
20.522053,10.948592,15.715358
20.092337,11.075008,16.041277
20.002716,11.231989,16.028282
20.234669,11.082163,15.71325
20.011435,10.826681,15.919845
19.846027,11.06167,15.724304
20.190851,11.19416,15.961539
19.837294,10.769101,15.607338
20.305328,11.179389,15.725366
19.973534,11.190103,16.03362
20.017197,11.020107,15.657164
20.016256,11.181929,15.663287
20.008272,11.526892,15.830884
20.042305,11.237238,15.412129
20.04205,11.287641,15.503679
20.103249,11.170462,15.806339
19.944664,11.075683,15.701216
20.001389,11.269214,15.506482
19.643545,11.328452,15.606631
20.000538,10.865548,15.806829
19.945646,10.817299,15.595787
19.822058,10.979873,15.711764
19.998528,11.047994,15.766172
20.2415,11.288818,16.013964
20.001541,11.219293,15.86607
20.074314,10.755839,15.880925
19.910063,11.087984,15.721453
19.78151,10.8839035,15.45669
19.9476,11.04562,15.800984
19.657331,11.327196,15.790716
20.107962,10.905339,15.771586
19.98924,11.324333,15.81191
20.107811,11.17994,16.11457
19.988861,11.230641,15.913249
20.011206,11.164863,15.795212
20.129448,10.885226,15.646585
20.012953,11.214266,15.905092
20.16833,10.810163,15.774644
20.216953,11.088355,16.014824
19.930609,11.13535,16.023663
20.010914,11.274388,15.596668
20.257385,11.070949,15.906984
20.08976,11.145886,15.892466
19.972713,11.181092,15.636896
20.104168,11.127418,15.814338
19.829205,11.062092,15.6919985
19.952911,11.0725565,15.614472
20.011667,10.949957,15.424072
20.14745,11.074937,15.24941
19.996958,11.044484,15.611058
19.951218,11.052757,15.791842
20.027243,10.904058,15.930008
19.836637,11.2548685,15.870451
19.732922,10.841235,15.591729
19.93987,11.239706,15.917395
20.02752,11.3686075,15.655682
20.121454,10.797119,16.117586
20.142971,10.859174,15.883023
19.731003,11.243511,15.420701
20.507294,11.067974,15.780936
20.202967,10.830649,15.160489
19.81132,11.1162405,15.817896
19.854275,10.955623,15.407495
20.220922,11.13395,15.875402
20.079208,11.371777,15.706175
19.991463,11.249025,15.693806
20.089931,11.016005,15.753054
19.738443,11.17394,15.585113
20.104183,10.901398,15.385427
19.964931,10.722293,15.753668
19.87314,11.406692,15.347616
19.986578,11.494098,15.640445
19.855034,11.210292,15.563118
19.771883,11.093621,15.649051
20.193584,11.095655,15.746331
20.232042,11.204353,15.706733
20.135769,11.0713625,15.605901
19.989895,10.945893,15.471842
19.658638,11.080623,15.869051
19.788792,11.09484,15.402709
19.874018,10.957545,15.723068
20.376898,11.0574255,15.783737
19.782246,10.949116,15.777754
19.835106,10.871352,15.758604
20.18533,11.214411,15.388021
20.039572,11.16718,15.685404
19.873623,11.273335,15.591628
19.946362,11.206714,15.925859
19.911442,10.710083,15.947386
20.213896,11.40098,15.87029
20.460674,11.056521,15.656495
19.923025,11.076672,15.766264
20.376236,11.045087,15.640556
19.764053,10.790976,15.720458
19.703745,11.360148,15.627826
20.025635,11.028003,15.710112
20.08787,11.456925,15.727663
20.13164,11.226353,15.97762
20.08784,11.1550255,15.757272
19.806791,11.068928,15.933164
19.928844,11.203588,15.801404
19.83763,10.954786,15.480807
20.114277,11.167252,15.534756
19.646957,11.017019,15.662657
19.895834,10.837892,15.885584
20.03298,11.415354,15.786949
19.76841,11.050053,15.788376
19.80041,10.992229,15.704505
20.173279,10.930454,15.506457
20.091612,11.168833,15.565342
20.061438,11.088201,15.643837
20.41636,11.051672,15.847606
19.853445,11.2155075,15.464591
19.978645,10.907962,15.542635
19.87384,11.150817,15.7126465
19.902262,10.973355,15.587283
19.843946,11.021129,15.5257015
20.0394,11.374492,15.922638
20.250126,11.064188,15.868694
19.866022,11.008674,15.767897
19.751467,10.9895115,15.733847
19.846115,11.023152,15.59841
19.968466,11.4179125,15.691963
19.934647,11.106055,15.81345
19.932135,11.264946,15.627127
20.166393,11.035964,15.7171
19.8936,11.269617,15.61395
20.089388,10.939597,15.779828
20.306993,11.046844,16.104895
20.036121,11.107007,15.903159
19.783686,10.885409,15.797876
19.922348,10.88093,15.585103
19.911236,11.146171,15.834368
19.99828,11.041515,15.576196
20.391438,11.266449,15.859629
19.978123,11.323909,15.844714
20.11305,10.939376,15.534092
19.741302,11.178341,15.448713
19.854397,11.130369,15.515953
20.063921,11.126384,15.887417
19.83316,10.875579,15.781493
19.55672,11.054744,15.728641
19.89492,11.2341585,15.660887
20.071165,11.2671175,15.872389
20.00841,11.049688,15.585494
19.98655,11.209306,15.929829
20.04554,11.145237,15.80313
20.062092,11.276128,15.560679
19.55943,10.956929,15.653171
20.391247,11.094438,15.757115
19.986925,11.094418,15.485007
20.095901,11.049166,15.653879
20.126614,10.897085,15.688218
19.616686,11.118201,15.860032
20.215528,11.024297,15.857185
20.048094,11.151086,15.956267
20.041784,11.200568,15.708736
20.195463,10.928837,15.907725
19.709658,11.314759,15.779059
19.935125,11.164926,15.802353
20.009981,11.206658,15.867848
19.832674,11.044925,15.68662
20.050623,11.183786,15.6861
19.729996,11.2214775,15.587578
19.795498,11.103411,15.6205845
19.99403,11.253492,15.999315
20.208998,11.115498,15.800724
20.097689,11.199365,15.910189
20.069708,11.033528,15.711531
20.144173,11.2961035,15.776285
20.011591,11.193646,15.8958845
20.180922,11.02067,15.557535
19.863667,11.059109,15.854908
19.837435,10.893238,15.474783
20.456392,10.954724,15.613776
19.915218,11.138516,15.6970415
20.224764,11.208255,15.838045
20.27153,10.972278,15.823709
19.866858,10.912575,15.633298
20.015293,11.228409,15.691314
20.023,10.981533,15.537871
20.066921,11.157559,15.825558
19.91777,11.161916,15.812201
20.001184,11.020524,15.755921
20.070683,10.615928,15.794508
19.911663,10.884581,15.760239
19.850489,10.897991,15.466162
20.034836,10.966857,15.674427
20.07882,11.201246,15.597328
19.699135,10.986276,15.816895
20.082035,11.2043705,15.823582
19.700157,10.995589,15.785888
19.872288,11.318828,16.073435
19.918764,11.143151,15.864741
19.745512,11.155368,15.577936
20.003944,11.22045,15.715967
19.893036,11.056059,15.747188
19.980436,11.091889,15.57346
19.804394,11.051597,15.663304
19.906723,11.414047,15.541487
20.176205,11.184672,15.935026
20.064047,11.087259,15.810865
20.154055,11.077641,15.494458
19.820349,10.994519,15.622122
19.910269,11.250809,15.709294
20.264025,10.991349,15.824663
20.05678,10.936226,15.714797
19.964481,11.275497,15.922549
20.082144,11.299995,15.914803
19.75613,10.815995,15.4126005
19.94353,11.082086,15.913348
19.536425,11.063964,15.496634
20.19549,11.191581,15.77915
20.04941,11.262032,15.985324
20.132822,10.8539715,15.723069
20.223043,11.17851,15.621506
19.777557,11.012784,15.4948
19.885052,11.221188,15.330912
20.063976,10.944042,15.853972
20.049007,10.7828,15.634202
20.006927,11.249926,15.802567
19.797617,11.3585825,15.893744
20.113993,11.109974,15.491347
20.391535,11.242814,15.90116
19.995747,11.237845,15.506807
20.162363,10.849287,15.790148
20.094215,10.961698,15.437388
19.916628,11.217127,16.162569
20.121828,11.176607,15.830974
19.783854,11.039828,16.056206
19.840351,10.866833,15.636714
19.747091,10.876844,15.374596
20.144783,11.119533,15.724098
20.137657,11.265899,15.9708185
19.906258,11.244214,15.736652
20.163534,10.826811,15.762797
19.673626,11.027814,15.722488
19.68443,11.099515,15.8522
20.268078,11.485734,15.867142
19.850643,11.116092,16.142807
20.211405,11.489466,15.690462
19.83616,11.020946,16.092169
19.797625,10.920648,15.708267
20.172823,10.940988,15.837299
20.012735,11.121371,15.771106
19.836405,11.028451,15.628327
20.0457,11.083873,15.779445
20.199957,10.859104,15.439493
20.208843,11.275458,15.554321
19.915459,11.04071,15.595093
19.812164,10.996959,15.940868
19.867426,11.17301,15.351486
20.192144,11.180943,15.430098
19.648344,11.071878,15.651626
19.933218,10.99306,15.401757
20.243284,10.905833,15.7111025
20.305132,10.934472,15.855689
20.032845,10.785435,15.856815
19.955921,11.041025,15.577279
20.095253,11.189292,15.7631
20.133848,11.380346,16.043167
20.161556,11.032724,15.816126
20.359673,11.130156,15.589171
19.821466,11.282405,15.740803
20.130186,10.704975,15.930218
19.838787,11.192617,15.321698
19.933468,11.075927,15.695148
20.275072,11.251095,15.695429
20.00728,10.848831,15.659517
19.919018,11.158317,15.844093
20.09445,11.36119,15.743378
20.057022,11.01298,15.663147
20.15919,11.280231,15.912122
19.763226,10.982862,15.392766
19.776941,10.883072,16.042238
19.788382,10.805373,15.686906
20.086199,11.067998,15.705602
20.051636,11.059797,15.609879
20.123734,11.13167,15.881185
20.006248,11.267075,15.759674
20.08558,11.015014,15.970053
20.136015,11.433152,15.770011
19.995205,11.062736,16.172955
20.019672,11.314549,15.980827
19.98277,10.927152,15.480922
20.191002,11.05605,15.843988
20.065828,11.2530575,15.810914
20.161476,11.070954,15.706608
20.073448,11.307901,15.869102
19.931091,10.997235,15.52289
19.844057,11.179125,15.859333
20.134398,11.069684,15.75108
19.611195,11.155107,16.160984
20.305098,11.065924,16.0468
19.862415,11.004383,15.728202
19.85948,11.069058,16.034609
19.91706,11.136301,15.728351
19.967007,11.416184,15.77496
19.977104,11.005348,16.238195
19.973274,11.290051,15.783422
20.072521,10.999546,15.747556
20.070263,11.166454,15.781836
19.936028,11.023205,15.849004
19.9699,11.071849,16.003935
19.977453,11.175115,15.838041
19.846909,10.900236,15.671343
20.040712,11.131905,15.600053
20.070515,11.000482,15.685101
19.941673,11.159356,15.634722
20.213697,11.279912,15.758997
20.20037,11.09219,15.71888
19.944828,11.194354,16.18674
20.059135,11.063912,15.760761
20.151203,11.070554,16.10558
20.002441,11.017997,15.664724
20.155254,11.124546,15.647688
19.960474,11.231334,15.865039
20.191658,11.109397,15.880688
20.02115,11.248546,15.865507
19.996935,11.166721,15.459623
19.888626,11.274648,15.949818
20.103144,11.040758,15.586163
19.909159,11.255737,15.653539
19.982643,11.351918,15.765311
20.114967,11.053095,15.759777
19.93111,11.2838545,15.521168
20.005224,11.448649,15.745308
20.096994,11.222627,15.830577
20.109549,11.287481,15.917212
19.92672,11.277254,15.913027
19.892164,11.2004,16.099579
20.1249,10.909025,15.722633
20.163042,11.191696,15.673163
20.344917,11.130033,15.896061
20.22776,11.5065155,15.829867
19.94215,10.996923,15.958651
19.999945,11.143673,15.892909
19.794521,11.132542,15.907953
20.35441,11.303298,15.640543
20.270216,11.153774,15.757687
19.789282,11.249497,15.803571
19.50253,10.987291,15.580705
19.836939,11.054854,15.771462
20.161871,11.115454,15.928906
20.038576,11.188001,15.941591
19.851444,11.138846,15.747971
19.877022,11.302351,16.012236
19.65712,10.920005,15.640507
19.842844,11.3879385,15.863944
19.987505,11.348416,15.915523
19.95287,11.115221,15.767012
19.94111,11.229012,15.430495
19.671566,11.052388,15.608684
20.149721,11.14581,15.6700325
19.805122,11.001285,15.858021
20.05778,11.192207,15.67314
20.082546,11.250424,15.851473
19.772602,11.053654,15.793835
20.025167,11.251695,15.819121
19.80925,11.097442,15.414744
20.197866,11.147808,15.836432
19.916792,11.294735,15.561936
20.15173,11.190755,15.774777
19.944254,10.969462,15.446076
19.992596,11.207839,15.729956
19.932829,10.94682,15.745467
20.190226,11.138254,15.743667
19.97271,11.178259,15.8889885
20.244337,11.151438,16.040068
19.807234,11.115455,15.6183195
19.927294,11.056436,15.790919
20.2,11.246091,15.719339
20.015566,11.085131,15.942881
20.147955,11.146756,15.158614
19.885778,10.973342,15.7278595
19.830292,10.953271,15.602548
19.859442,11.243174,15.319985
19.956545,11.312663,15.592743
19.946335,11.158559,15.678201
19.90449,11.459966,15.821331
19.988453,10.736668,15.612997
20.021729,10.872987,15.950956
20.120806,11.048493,15.662712
19.664337,10.884701,15.60671
20.051884,10.931519,15.710621
20.145473,10.93214,15.764891
20.21468,11.143191,15.738694
19.866865,11.16542,15.950193
20.082624,11.261451,15.646714
19.631357,10.993463,15.776632
19.951193,11.16734,15.834714
19.942781,11.229919,15.826919
20.047245,11.350785,15.712434
19.880486,11.290795,15.765242
19.918556,10.776377,15.767448
20.209126,11.287455,15.726988
19.854464,11.363286,15.508335
19.858877,11.204167,15.820314
19.676292,11.259956,15.929993
19.995556,11.332542,16.072296
19.834047,11.199046,15.525605
20.036844,11.301773,15.69872
19.854313,11.198923,15.685708
20.002106,11.101119,15.46366
19.986895,11.105207,15.683268
19.919613,11.294844,15.426234
19.963123,10.976418,15.364713
20.044464,11.2022085,15.721233
20.193808,11.327505,15.8269825
20.142462,11.090842,15.742672
20.304672,11.200701,15.749272
19.885567,11.371455,15.5801735
20.223442,11.310903,15.7882185
19.988655,10.863835,15.706843
19.853886,11.040363,15.74571
20.033085,11.03632,15.639936
19.798162,11.122032,15.917707
19.844624,11.3105,15.521845
20.072111,11.072281,15.731764
19.830359,11.085715,15.916797
19.749235,11.300342,15.597347
19.531334,10.863971,15.749173
19.929007,10.979158,15.502954
20.03717,11.454724,15.841504
20.119051,11.183908,15.662527
19.850054,11.407614,15.967443
20.159283,10.860033,15.398293
19.81127,11.160103,15.906912
19.896633,11.195316,15.9252405
19.814638,11.310572,15.991816
18.866205,12.108291,16.167362
18.3394,11.806735,15.987649
18.272726,12.362464,15.713838
18.784151,12.165115,15.530591
18.73609,12.017246,15.34464
18.571186,12.277098,15.5383215
18.746487,12.131972,15.838144
18.752953,12.422602,15.787374
18.631592,11.467421,15.820041
18.939333,12.248494,15.872031
18.05273,12.040695,15.559903
18.796808,12.080941,16.1633
18.634504,11.912106,16.000803
18.630606,12.105462,15.865858
18.690063,11.677466,15.697103
18.709082,12.095009,16.35279
18.46726,12.340726,15.541946
18.725807,12.630426,15.756631
18.348219,12.23512,15.751941
18.535381,12.598615,16.090206
18.234888,12.094652,15.306065
18.27156,12.123247,15.65997
20.215998,11.285527,15.885888
18.599905,12.241365,15.999744
18.460417,12.518503,15.657845
18.152292,12.389635,15.44281
18.51169,12.108602,15.769841
18.804533,11.934495,15.582636
18.794445,12.493541,15.622731
18.513208,12.261437,15.802015
18.275587,12.318989,15.997928
18.839878,12.029025,15.330288
19.055307,12.135918,15.254829
18.616697,11.489419,15.629882
18.79888,12.112133,15.480733
18.588133,12.251698,15.690924
18.51713,12.168158,15.366901
18.48268,12.171687,15.794572
18.447268,11.886603,15.726034
19.668507,11.475172,16.035564
19.971539,11.0018425,15.899772
20.09254,10.92286,15.755842
19.824923,11.252177,15.680587
20.011242,11.339549,15.925235
20.075356,10.755296,15.7472725
19.911896,11.214838,15.917248
20.069897,11.128844,15.683149
20.375673,11.102082,15.800021
20.47451,11.049162,15.958444
19.87715,11.026501,15.620733
20.018564,11.345084,15.574472
19.788057,11.014318,15.7618065
19.879845,10.763559,15.9617195
19.933159,11.286394,15.83578
19.67787,11.151562,15.9269495
19.752102,11.123104,15.430975
19.6816,11.101104,15.610491
19.97664,11.052189,16.075369
19.928843,11.324015,15.999798
20.197815,11.268008,15.425065
19.81566,11.079921,15.975134
19.883099,10.638732,15.6996355
20.147274,11.081668,15.688446
20.017933,11.105706,15.639668
19.915195,11.150853,15.986006
19.933384,11.018148,15.873558
