x,y,z
15.954286,13.2171755,14.05406
15.784976,13.128416,14.374028
15.73377,13.217789,14.34654
15.621284,13.226311,14.296475
15.801294,13.3142185,14.558992
15.796071,13.1622095,14.13963
15.628443,13.221321,14.241835
15.544109,13.26167,14.195464
15.489474,13.084937,14.163849
15.856638,13.1676035,14.139335
15.633228,13.054625,14.149626
15.5742445,13.317843,14.391959
15.765649,12.972334,14.216455
15.808028,12.945538,14.342805
15.7519455,13.279534,14.318653
15.808069,13.085843,14.448336
15.717095,13.312445,14.435866
15.699525,12.813936,14.148754
15.709822,12.80007,14.199996
15.941194,13.34699,14.444282
15.743265,13.10572,14.235424
15.577171,13.0151825,14.391837
15.632523,13.379462,14.319651
15.687957,13.214518,14.421402
15.684694,13.29463,14.343044
15.62927,13.197073,14.197769
15.763864,12.971574,14.330139
15.800804,13.0689335,14.258777
15.493152,12.834017,14.308984
15.864089,12.811473,13.977203
15.843267,13.163914,14.370063
15.824926,13.037568,14.546585
15.46445,13.329089,14.131011
15.943746,13.030076,14.220037
15.84984,13.13174,14.454955
15.432255,13.201365,14.540476
15.662798,13.005142,14.151012
15.921099,13.1494875,14.367906
15.701628,13.287686,14.269602
15.584931,13.052297,14.293486
16.034847,13.084261,14.393202
15.598807,13.364592,14.331377
15.851078,12.881914,14.069752
16.03979,13.137648,14.356007
15.845982,13.275084,14.496838
15.407945,13.089369,14.389882
15.981455,13.112045,14.279807
15.400562,13.001519,14.577976
15.679896,13.2625885,14.175361
15.710246,13.144761,14.017578
15.625293,13.423738,14.601794
16.037113,12.8935795,14.397721
15.592007,13.044594,14.392672
15.841884,13.101149,14.084859
15.566341,13.376938,14.445352
15.737419,13.032191,14.151372
15.63939,12.693875,14.323333
15.462369,13.039536,14.037578
15.710804,13.248153,14.18316
16.007967,13.061838,14.317128
15.437149,12.87955,14.40734
15.446934,13.224606,14.19219
15.832462,13.074932,14.182131
15.639929,13.155853,14.29312
16.01163,13.114753,14.43144
15.796112,13.168561,14.582551
15.787254,13.122387,14.368526
15.587354,13.182601,14.377117
15.984217,12.97166,14.029073
15.327484,12.951443,14.48198
15.860294,12.932085,14.422631
15.436064,13.118624,14.277919
15.729681,13.051916,14.176264
15.605747,13.046201,14.031172
15.973078,13.488493,14.210973
15.535385,13.100852,14.225237
15.83045,12.985645,14.351023
15.530425,13.108106,14.312442
15.79482,13.478389,14.483831
15.68493,13.240965,14.27718
15.917142,13.095055,13.978373
15.696256,13.215784,14.104362
15.478777,13.224218,14.326232
15.717053,13.195863,14.304756
15.834687,12.79688,14.378493
15.786552,13.122445,14.084265
15.507983,13.195328,14.329788
15.966028,13.148226,14.1152
15.933712,13.327017,14.160909
15.739701,13.278681,14.32979
15.68056,13.027085,14.205303
16.020842,13.162627,14.092644
15.798952,12.940142,14.270586
15.63051,13.304362,14.131223
15.941473,13.255365,14.137323
15.421195,12.950489,14.276458
16.100159,12.984281,13.97785
15.595891,12.826706,14.318122
15.84078,13.2971115,14.300484
15.5444,13.071101,14.443669
15.582877,13.108255,14.108323
15.887588,13.291182,14.272251
15.784098,13.235194,14.260929
15.9710455,13.134715,14.103554
15.58704,13.14663,14.289732
15.809588,13.254616,14.418176
15.568659,13.084529,14.4756775
15.607852,13.098362,14.143197
15.401552,13.192796,14.07073
15.805083,12.955073,14.129576
15.95931,12.950703,14.368141
15.812592,13.220833,14.287837
15.861603,13.211045,14.3690815
15.592823,12.948573,14.5160885
15.389904,13.050488,14.413346
15.794298,13.210017,14.552276
15.700557,13.195337,14.368333
15.741829,13.148902,14.322945
15.563114,13.153337,14.187112
15.729272,13.006197,14.609404
15.837699,13.283689,14.176423
15.970607,13.206592,14.370741
15.976288,13.022904,14.606129
15.697093,12.99225,14.437251
15.708961,13.083489,14.164255
15.474933,13.166829,14.337022
16.02043,12.897866,14.514754
15.77258,12.927454,14.636084
15.678123,13.098903,14.281156
15.715551,12.800068,14.16504
15.51421,13.229756,14.015753
15.759469,13.103547,14.236488
15.739517,13.429657,14.40792
15.670008,12.985402,14.255862
15.855593,13.039479,14.168338
15.570865,12.76208,14.175814
15.744366,13.173902,14.323769
16.042915,13.495775,14.42466
15.790795,12.894338,14.514698
15.96939,13.040051,14.4600315
15.370778,12.899644,14.240097
15.877578,13.274753,14.085727
15.648561,13.243073,14.493746
16.037012,13.409092,14.324999
15.489995,13.258789,14.298275
15.584063,13.121834,14.2157
15.286881,13.141732,14.357536
15.782843,13.070568,14.552177
15.67556,13.164001,14.640161
15.549215,13.20047,14.412345
15.738369,13.403645,14.369122
15.575096,13.250428,14.179943
15.46546,13.158552,14.25528
15.8666115,13.142341,14.2034
15.659435,13.200663,14.323994
15.630405,13.057455,13.990839
15.609318,12.957688,14.476542
15.51991,12.945734,14.064967
15.822925,13.129292,14.575811
15.964479,13.394494,14.300846
16.04317,12.907273,14.204619
15.49759,13.122704,14.326726
15.548073,12.94188,14.112766
15.949109,13.245776,14.115058
15.528834,13.1504545,14.0471115
15.458763,13.39693,14.217556
15.79918,12.928527,14.422986
15.805131,12.9140415,14.3506365
15.858186,13.198769,14.164646
15.808489,13.185744,14.212879
15.65376,13.177195,14.393291
15.750149,13.168724,14.207008
15.668759,13.015233,14.041423
15.64907,13.12658,14.384081
15.750101,13.213556,14.094411
15.845786,13.010996,14.238736
15.842186,13.114533,14.274891
15.808275,13.19477,14.066578
15.687062,12.991504,14.461184
15.564717,13.174354,14.232002
15.850385,13.133544,14.334618
15.729604,13.263455,14.510286
15.599522,12.95951,13.98824
15.696941,13.028553,14.129848
15.265449,12.989125,14.123304
15.54367,13.152319,14.249153
15.420727,13.147467,14.294951
15.373595,13.352748,14.293419
15.715246,13.297282,14.162597
15.447092,13.180213,14.24259
15.714255,13.041224,14.346677
15.322439,12.964227,14.106595
15.643934,13.303424,13.950009
15.683695,12.801463,13.865739
15.653864,13.012136,14.100622
15.674288,12.908269,14.085838
16.044716,13.194275,14.196218
15.952791,13.1195135,14.090945
15.760734,13.094055,14.119957
15.7030945,13.238047,14.156775
15.596587,13.084016,14.334164
15.846144,13.1683035,14.312381
15.696965,13.2141075,14.198384
15.797885,13.38586,14.314975
16.032097,13.242726,14.228062
15.702266,13.317186,14.018152
15.731287,13.291243,13.976628
15.457608,12.870382,14.18508
15.871228,12.930153,13.956976
15.645545,13.092478,13.994768
15.687999,13.509192,14.364359
16.029879,13.031235,14.165655
16.03696,13.175434,14.326894
15.804266,13.149772,14.328431
15.668742,13.172075,14.381669
15.65806,13.002825,13.9288225
15.832713,13.125412,14.044916
15.601403,13.38741,14.05544
15.808514,13.031314,14.411465
15.791734,13.243616,14.159457
16.05021,13.106175,14.075556
15.498555,13.195098,14.497989
15.492112,13.087005,14.100999
15.925665,12.747515,14.202268
15.5660095,12.989312,14.000304
15.719023,12.784248,14.437499
15.5806465,13.171632,14.405296
15.628312,13.19405,14.611893
15.642704,13.138796,13.962547
15.696086,13.304274,14.175191
15.525462,12.944045,14.115711
15.70302,13.028665,14.225004
15.646046,12.755077,14.244702
15.570411,13.417278,14.416195
15.631043,13.05526,14.456342
15.662207,13.217984,14.308413
15.805954,12.946831,14.512624
15.485753,13.16355,14.358587
15.613642,12.980803,14.2299795
15.725291,13.177353,14.243324
15.715862,13.085667,14.159997
15.717454,13.335313,14.261207
15.7822895,13.083605,14.245224
15.667968,13.274871,14.46491
15.9057255,13.117575,14.063791
15.727746,13.200346,14.482091
15.726129,13.067085,14.325329
15.342455,12.9661875,14.408633
15.947344,13.167431,14.120278
15.6559105,12.9705715,14.228735
15.872144,13.043202,14.432113
15.91203,12.966505,14.321313
15.636654,12.949546,14.241106
15.810255,13.193611,14.320878
15.658557,13.09066,14.303057
15.904301,13.329927,14.508858
15.847348,12.86601,14.214522
15.868305,12.948166,14.369441
15.398252,13.246716,14.300433
16.050835,13.088577,14.312271
15.8875885,13.195919,14.013523
15.588606,12.877551,14.143712
15.71529,13.457408,14.11751
15.769719,13.19215,14.250588
15.28946,13.33675,14.681931
15.704741,12.820965,14.331383
15.767061,13.431379,14.334821
15.54235,13.25342,14.247681
15.759494,12.990111,14.222136
15.371112,13.092618,13.865952
15.728982,13.107213,14.1962185
15.673902,13.0963335,14.262764
15.632924,12.68792,14.231137
15.667448,13.111876,14.005684
15.227158,13.329047,14.282136
15.648421,13.230094,14.263805
15.527424,13.187545,14.21527
15.650518,13.214195,14.386564
15.887639,13.157284,14.201971
15.591659,13.352154,14.03956
15.57557,13.380982,14.302249
15.895048,13.302013,14.055839
15.477604,13.220293,14.36184
15.696407,12.936744,14.009517
15.584078,13.14176,14.072617
15.926827,13.005717,14.230462
15.462362,12.85775,13.987689
15.888997,12.926473,14.280115
15.829929,13.299263,14.152193
16.03452,13.157665,14.417472
15.820399,13.147308,14.4615965
15.72796,13.141115,14.258649
15.801301,12.997045,14.291127
15.886162,12.909196,14.324321
15.92619,13.263621,14.156713
15.475277,13.132851,14.23008
15.779063,12.962586,14.105048
15.438788,13.2911415,14.097191
15.91765,13.278186,14.253369
15.585705,13.425161,14.268915
15.697111,13.07331,14.046119
15.444959,13.100774,14.143451
15.906988,13.073785,14.315106
15.655514,13.314891,14.27982
15.697144,13.235382,13.9772005
15.522109,12.7635975,14.335339
15.684322,13.233405,14.09268
15.758347,12.919182,14.11143
15.409233,13.262173,14.022369
15.722857,13.241761,14.290032
15.5925455,13.0935755,14.07925
15.56569,12.982253,13.988627
15.572284,13.026424,14.212876
15.688197,13.166671,14.33139
15.685774,13.0676155,14.07891
15.862645,13.1867,14.436832
15.580489,13.304907,14.037734
15.766479,12.831456,14.0107155
15.798533,13.274484,14.281001
15.8885975,13.087129,14.029916
15.6002245,13.303299,14.235297
15.791705,13.160432,14.515783
15.552594,13.447048,14.179326
15.80831,13.195059,14.444465
15.656647,13.163184,14.398852
15.80921,12.912888,14.345059
15.729086,13.219102,14.225621
15.618136,12.830541,14.2382965
15.523838,13.006912,14.399904
15.803165,13.391303,14.465923
15.765926,13.209065,14.217575
15.873847,13.136647,14.282009
15.759348,13.092329,14.197727
15.565191,13.246843,14.389758
15.954234,13.071466,14.10097
15.67986,13.066524,14.57931
15.66891,13.210556,14.144745
15.503703,13.198944,14.322572
15.685541,13.242763,14.22033
15.845624,12.708271,14.272178
15.6185055,12.935777,14.005725
15.5068655,13.250108,14.561476
15.64861,12.970136,14.200758
15.424438,12.908581,14.290829
15.899662,13.1452875,14.581532
16.01277,13.260456,14.329405
15.626532,13.229163,14.2947645
15.796293,12.894348,14.142323
15.63412,13.140009,14.248766
15.819721,12.989897,14.399312
15.3700485,13.12246,14.335418
15.786754,13.283146,14.243596
15.763416,13.105981,14.433256
15.802977,12.842317,14.31921
15.66253,13.184002,14.402084
15.6447735,13.152132,14.20913
15.827754,13.33033,14.303989
15.639912,13.389158,14.17372
15.731359,12.723358,14.335133
15.393729,12.785894,14.081149
15.938684,13.178486,14.300061
15.666382,12.96828,14.13944
15.527271,13.255928,14.370628
15.56808,13.072137,14.238233
15.807636,12.981908,14.452504
15.66654,13.432167,14.45193
15.752077,12.903862,14.257786
15.758141,13.0966835,14.158122
15.49548,13.210505,14.238964
15.737341,12.938756,14.375275
15.775683,13.418883,14.356695
15.820434,13.216764,14.309359
15.83967,12.963172,14.272028
15.906118,13.093609,14.286164
15.766937,13.052104,14.297583
15.539567,13.121676,14.507152
15.366552,13.200643,14.292783
15.567167,12.908331,14.225186
15.428232,13.142775,14.440172
15.935456,13.069544,14.123475
15.540829,13.006734,14.169555
15.610066,13.055183,14.581533
15.693291,13.148002,14.520581
15.744797,13.3197155,14.209791
15.745824,12.955448,14.523757
15.821549,13.291418,14.245003
15.617307,13.182845,14.336466
15.801132,13.007198,14.347001
15.854295,13.0757265,14.427078
15.430475,13.277014,14.428389
15.791906,13.126021,14.184997
15.608693,13.096389,14.164279
15.432924,12.959992,14.304201
15.669206,13.235488,14.345509
15.858985,13.247441,14.327799
15.95363,13.159136,14.481243
15.488188,13.217401,14.160832
15.760804,13.176702,14.366393
15.728066,13.399264,14.324978
15.268692,12.951107,14.11778
15.763467,13.251086,14.142731
15.601383,13.155077,14.211503
15.698866,13.126293,14.176882
15.824906,13.317985,14.323512
15.656024,13.30115,14.321416
15.718181,13.127548,14.449284
15.9438,13.104233,14.451008
15.947862,13.211716,14.502314
15.738873,13.277197,14.314128
15.767766,13.055325,14.1896305
15.694881,13.494331,14.332286
15.643122,13.1255045,14.064745
15.602171,13.318304,14.353885
15.839465,13.088297,14.4054985
15.79941,13.132877,14.300623
15.640655,13.0555105,14.249997
15.63165,13.173378,14.275649
15.743581,13.47607,14.300707
15.698876,12.978545,14.328974
15.761733,13.291642,14.364031
15.46366,13.002814,14.421888
15.822823,13.388617,14.091564
15.680436,12.811065,14.491601
15.800237,13.223512,14.211245
15.653326,13.469991,14.123272
15.83882,13.115017,14.545408
15.910624,13.301494,13.936036
15.481553,13.125558,14.31837
15.658086,13.058071,14.1363325
15.598762,13.120709,14.003579
15.657676,13.114857,14.322175
15.706637,13.219612,14.209098
15.69088,13.117921,14.39439
15.617755,12.999105,14.418035
15.848255,12.983417,14.213221
15.720139,13.045782,14.010687
15.829323,12.702882,14.0217705
15.254207,13.046848,14.187453
15.730598,13.156563,14.447417
15.66034,13.429816,14.503395
15.268759,13.235951,14.290348
15.867466,12.881638,14.215219
15.709767,13.280594,14.131398
15.703928,13.373454,14.421089
15.644258,12.940145,14.085686
15.4127035,12.831507,14.400348
15.638834,13.159172,14.168639
15.88806,13.144043,14.123215
15.674502,13.085466,14.146319
16.182318,13.196094,14.700997
15.78405,13.05071,14.288953
15.74894,12.996126,14.324554
15.532303,13.045061,14.166629
15.574941,13.573907,14.304742
15.405191,12.834824,14.423205
16.06324,12.905401,14.362569
15.366918,12.96645,14.190547
15.307196,13.722505,14.343214
15.430154,13.330766,14.325499
15.921092,12.95083,14.580423
15.977294,13.193717,14.057403
15.573254,13.017773,14.075136
15.755445,13.074268,14.041819
15.554223,13.090318,14.324847
15.641976,12.999023,14.423705
15.914162,12.949818,14.37998
15.608672,12.984711,14.040391
15.892074,13.126609,14.379574
15.621824,13.1572075,14.199907
15.815846,13.200111,14.343032
15.708839,13.094558,14.176165
15.366297,12.737185,14.268735
15.958589,13.129027,14.392064
15.955493,12.9163065,14.128565
15.994752,13.307746,14.29128
15.798954,12.890365,14.161394
15.885743,13.26824,14.207942
15.720928,13.032805,14.552597
15.86888,13.156057,14.055769
15.609118,13.237281,14.338584
